Day,hp
2011-12-01,92
2011-12-02,90
2011-12-03,80
2011-12-04,78
2011-12-05,90
2011-12-06,94
2011-12-07,92
2011-12-08,92
2011-12-09,90
2011-12-10,84
2011-12-11,87
2011-12-12,100
2011-12-13,96
2011-12-14,95
2011-12-15,92
2011-12-16,89
2011-12-17,78
2011-12-18,76
2011-12-19,92
2011-12-20,93
2011-12-21,93
2011-12-22,88
2011-12-23,83
2011-12-24,75
2011-12-25,79
2011-12-26,91
2011-12-27,95
2011-12-28,92
2011-12-29,89
2011-12-30,84
2011-12-31,68
