Day,hp
2008-04-01,95
2008-04-02,92
2008-04-03,98
2008-04-04,90
2008-04-05,85
2008-04-06,76
2008-04-07,94
2008-04-08,100
2008-04-09,99
2008-04-10,99
2008-04-11,96
2008-04-12,85
2008-04-13,81
2008-04-14,95
2008-04-15,96
2008-04-16,94
2008-04-17,98
2008-04-18,93
2008-04-19,83
2008-04-20,76
2008-04-21,94
2008-04-22,91
2008-04-23,92
2008-04-24,92
2008-04-25,89
2008-04-26,79
2008-04-27,75
2008-04-28,90
2008-04-29,92
2008-04-30,87
