Day,motorola
2006-07-01,97
2006-07-02,88
2006-07-03,83
2006-07-04,85
2006-07-05,82
2006-07-06,85
2006-07-07,87
2006-07-08,97
2006-07-09,88
2006-07-10,83
2006-07-11,84
2006-07-12,88
2006-07-13,84
2006-07-14,88
2006-07-15,92
2006-07-16,94
2006-07-17,86
2006-07-18,86
2006-07-19,83
2006-07-20,86
2006-07-21,84
2006-07-22,98
2006-07-23,89
2006-07-24,84
2006-07-25,91
2006-07-26,92
2006-07-27,85
2006-07-28,88
2006-07-29,100
2006-07-30,87
2006-07-31,85
