Day,microsoft
2011-03-01,97
2011-03-02,100
2011-03-03,98
2011-03-04,90
2011-03-05,82
2011-03-06,83
2011-03-07,96
2011-03-08,95
2011-03-09,96
2011-03-10,97
2011-03-11,84
2011-03-12,77
2011-03-13,78
2011-03-14,91
2011-03-15,99
2011-03-16,97
2011-03-17,95
2011-03-18,90
2011-03-19,81
2011-03-20,81
2011-03-21,94
2011-03-22,95
2011-03-23,98
2011-03-24,93
2011-03-25,88
2011-03-26,78
2011-03-27,82
2011-03-28,91
2011-03-29,93
2011-03-30,92
2011-03-31,94
