Day,hp
2004-11-01,84
2004-11-02,90
2004-11-03,87
2004-11-04,90
2004-11-05,93
2004-11-06,80
2004-11-07,77
2004-11-08,84
2004-11-09,90
2004-11-10,96
2004-11-11,93
2004-11-12,94
2004-11-13,76
2004-11-14,74
2004-11-15,90
2004-11-16,94
2004-11-17,94
2004-11-18,94
2004-11-19,89
2004-11-20,85
2004-11-21,85
2004-11-22,95
2004-11-23,97
2004-11-24,96
2004-11-25,100
2004-11-26,96
2004-11-27,87
2004-11-28,83
2004-11-29,100
2004-11-30,97
