Day,microsoft
2008-08-01,90
2008-08-02,78
2008-08-03,77
2008-08-04,89
2008-08-05,94
2008-08-06,96
2008-08-07,92
2008-08-08,88
2008-08-09,78
2008-08-10,80
2008-08-11,90
2008-08-12,94
2008-08-13,97
2008-08-14,95
2008-08-15,92
2008-08-16,80
2008-08-17,79
2008-08-18,89
2008-08-19,95
2008-08-20,96
2008-08-21,95
2008-08-22,92
2008-08-23,83
2008-08-24,81
2008-08-25,91
2008-08-26,96
2008-08-27,100
2008-08-28,97
2008-08-29,88
2008-08-30,83
2008-08-31,82
