Day,motorola
2008-08-01,98
2008-08-02,100
2008-08-03,91
2008-08-04,91
2008-08-05,95
2008-08-06,93
2008-08-07,92
2008-08-08,93
2008-08-09,96
2008-08-10,92
2008-08-11,88
2008-08-12,89
2008-08-13,94
2008-08-14,90
2008-08-15,91
2008-08-16,93
2008-08-17,85
2008-08-18,87
2008-08-19,87
2008-08-20,91
2008-08-21,85
2008-08-22,87
2008-08-23,96
2008-08-24,87
2008-08-25,87
2008-08-26,86
2008-08-27,91
2008-08-28,88
2008-08-29,86
2008-08-30,94
2008-08-31,89
