Day,microsoft
2012-01-01,66
2012-01-02,84
2012-01-03,91
2012-01-04,96
2012-01-05,93
2012-01-06,89
2012-01-07,78
2012-01-08,78
2012-01-09,92
2012-01-10,100
2012-01-11,99
2012-01-12,97
2012-01-13,91
2012-01-14,76
2012-01-15,81
2012-01-16,88
2012-01-17,95
2012-01-18,94
2012-01-19,94
2012-01-20,88
2012-01-21,78
2012-01-22,78
2012-01-23,91
2012-01-24,95
2012-01-25,91
2012-01-26,90
2012-01-27,84
2012-01-28,78
2012-01-29,76
2012-01-30,91
2012-01-31,90
