Day,apple
2010-07-01,69
2010-07-02,70
2010-07-03,71
2010-07-04,69
2010-07-05,67
2010-07-06,65
2010-07-07,67
2010-07-08,64
2010-07-09,67
2010-07-10,68
2010-07-11,69
2010-07-12,67
2010-07-13,67
2010-07-14,68
2010-07-15,70
2010-07-16,100
2010-07-17,83
2010-07-18,75
2010-07-19,73
2010-07-20,72
2010-07-21,72
2010-07-22,70
2010-07-23,78
2010-07-24,77
2010-07-25,74
2010-07-26,71
2010-07-27,80
2010-07-28,74
2010-07-29,74
2010-07-30,77
2010-07-31,76
