Day,hp
2009-12-01,99
2009-12-02,100
2009-12-03,98
2009-12-04,94
2009-12-05,87
2009-12-06,83
2009-12-07,96
2009-12-08,96
2009-12-09,96
2009-12-10,97
2009-12-11,92
2009-12-12,85
2009-12-13,85
2009-12-14,100
2009-12-15,97
2009-12-16,94
2009-12-17,94
2009-12-18,88
2009-12-19,84
2009-12-20,80
2009-12-21,92
2009-12-22,96
2009-12-23,94
2009-12-24,87
2009-12-25,88
2009-12-26,91
2009-12-27,86
2009-12-28,98
2009-12-29,99
2009-12-30,95
2009-12-31,83
