Day,hp
2011-04-01,95
2011-04-02,82
2011-04-03,78
2011-04-04,97
2011-04-05,99
2011-04-06,100
2011-04-07,99
2011-04-08,94
2011-04-09,79
2011-04-10,79
2011-04-11,97
2011-04-12,99
2011-04-13,97
2011-04-14,98
2011-04-15,92
2011-04-16,81
2011-04-17,77
2011-04-18,96
2011-04-19,98
2011-04-20,92
2011-04-21,88
2011-04-22,83
2011-04-23,78
2011-04-24,71
2011-04-25,92
2011-04-26,94
2011-04-27,94
2011-04-28,94
2011-04-29,86
2011-04-30,80
