Day,hp
2007-10-01,94
2007-10-02,100
2007-10-03,98
2007-10-04,98
2007-10-05,93
2007-10-06,84
2007-10-07,81
2007-10-08,97
2007-10-09,96
2007-10-10,98
2007-10-11,97
2007-10-12,87
2007-10-13,84
2007-10-14,77
2007-10-15,96
2007-10-16,97
2007-10-17,94
2007-10-18,98
2007-10-19,93
2007-10-20,82
2007-10-21,77
2007-10-22,95
2007-10-23,96
2007-10-24,94
2007-10-25,94
2007-10-26,96
2007-10-27,82
2007-10-28,80
2007-10-29,97
2007-10-30,98
2007-10-31,93
