Day,hp
2010-04-01,91
2010-04-02,84
2010-04-03,82
2010-04-04,75
2010-04-05,91
2010-04-06,99
2010-04-07,100
2010-04-08,100
2010-04-09,92
2010-04-10,80
2010-04-11,78
2010-04-12,94
2010-04-13,96
2010-04-14,97
2010-04-15,95
2010-04-16,91
2010-04-17,81
2010-04-18,76
2010-04-19,95
2010-04-20,94
2010-04-21,91
2010-04-22,97
2010-04-23,92
2010-04-24,80
2010-04-25,77
2010-04-26,90
2010-04-27,96
2010-04-28,96
2010-04-29,96
2010-04-30,90
