Day,apple
2010-08-01,100
2010-08-02,95
2010-08-03,94
2010-08-04,92
2010-08-05,90
2010-08-06,92
2010-08-07,98
2010-08-08,98
2010-08-09,94
2010-08-10,92
2010-08-11,89
2010-08-12,92
2010-08-13,90
2010-08-14,99
2010-08-15,98
2010-08-16,92
2010-08-17,91
2010-08-18,92
2010-08-19,89
2010-08-20,88
2010-08-21,98
2010-08-22,97
2010-08-23,90
2010-08-24,91
2010-08-25,92
2010-08-26,88
2010-08-27,93
2010-08-28,96
2010-08-29,97
2010-08-30,93
2010-08-31,92
