Day,microsoft
2013-11-01,85
2013-11-02,74
2013-11-03,77
2013-11-04,92
2013-11-05,93
2013-11-06,96
2013-11-07,96
2013-11-08,87
2013-11-09,75
2013-11-10,76
2013-11-11,92
2013-11-12,97
2013-11-13,96
2013-11-14,95
2013-11-15,89
2013-11-16,77
2013-11-17,80
2013-11-18,95
2013-11-19,96
2013-11-20,99
2013-11-21,100
2013-11-22,95
2013-11-23,79
2013-11-24,82
2013-11-25,95
2013-11-26,96
2013-11-27,92
2013-11-28,94
2013-11-29,95
2013-11-30,84
