Day,apple
2009-08-01,89
2009-08-02,89
2009-08-03,84
2009-08-04,84
2009-08-05,83
2009-08-06,80
2009-08-07,81
2009-08-08,85
2009-08-09,89
2009-08-10,81
2009-08-11,83
2009-08-12,84
2009-08-13,83
2009-08-14,82
2009-08-15,90
2009-08-16,89
2009-08-17,84
2009-08-18,84
2009-08-19,81
2009-08-20,84
2009-08-21,88
2009-08-22,90
2009-08-23,93
2009-08-24,93
2009-08-25,90
2009-08-26,90
2009-08-27,90
2009-08-28,97
2009-08-29,100
2009-08-30,100
2009-08-31,92
