Day,hp
2011-07-01,92
2011-07-02,81
2011-07-03,74
2011-07-04,92
2011-07-05,96
2011-07-06,98
2011-07-07,96
2011-07-08,94
2011-07-09,81
2011-07-10,78
2011-07-11,95
2011-07-12,99
2011-07-13,99
2011-07-14,99
2011-07-15,100
2011-07-16,86
2011-07-17,79
2011-07-18,98
2011-07-19,97
2011-07-20,98
2011-07-21,98
2011-07-22,95
2011-07-23,81
2011-07-24,77
2011-07-25,97
2011-07-26,98
2011-07-27,96
2011-07-28,98
2011-07-29,93
2011-07-30,83
2011-07-31,79
