Day,microsoft
2010-02-01,95
2010-02-02,100
2010-02-03,95
2010-02-04,95
2010-02-05,92
2010-02-06,86
2010-02-07,87
2010-02-08,92
2010-02-09,96
2010-02-10,98
2010-02-11,97
2010-02-12,89
2010-02-13,83
2010-02-14,86
2010-02-15,93
2010-02-16,97
2010-02-17,99
2010-02-18,97
2010-02-19,94
2010-02-20,86
2010-02-21,90
2010-02-22,93
2010-02-23,96
2010-02-24,98
2010-02-25,96
2010-02-26,91
2010-02-27,84
2010-02-28,86
