Day,amazon
2009-02-01,100
2009-02-02,81
2009-02-03,83
2009-02-04,82
2009-02-05,80
2009-02-06,80
2009-02-07,89
2009-02-08,94
2009-02-09,88
2009-02-10,83
2009-02-11,79
2009-02-12,80
2009-02-13,78
2009-02-14,85
2009-02-15,91
2009-02-16,83
2009-02-17,80
2009-02-18,76
2009-02-19,76
2009-02-20,78
2009-02-21,84
2009-02-22,90
2009-02-23,81
2009-02-24,80
2009-02-25,80
2009-02-26,78
2009-02-27,78
2009-02-28,85
