Day,amazon
2008-05-01,93
2008-05-02,94
2008-05-03,90
2008-05-04,93
2008-05-05,87
2008-05-06,85
2008-05-07,85
2008-05-08,83
2008-05-09,85
2008-05-10,87
2008-05-11,93
2008-05-12,84
2008-05-13,84
2008-05-14,85
2008-05-15,85
2008-05-16,85
2008-05-17,94
2008-05-18,97
2008-05-19,87
2008-05-20,87
2008-05-21,84
2008-05-22,85
2008-05-23,85
2008-05-24,85
2008-05-25,92
2008-05-26,88
2008-05-27,90
2008-05-28,89
2008-05-29,89
2008-05-30,93
2008-05-31,100
