Day,hp
2011-09-01,98
2011-09-02,90
2011-09-03,81
2011-09-04,79
2011-09-05,95
2011-09-06,99
2011-09-07,100
2011-09-08,94
2011-09-09,88
2011-09-10,75
2011-09-11,72
2011-09-12,89
2011-09-13,89
2011-09-14,89
2011-09-15,89
2011-09-16,85
2011-09-17,76
2011-09-18,71
2011-09-19,90
2011-09-20,92
2011-09-21,88
2011-09-22,91
2011-09-23,87
2011-09-24,72
2011-09-25,71
2011-09-26,87
2011-09-27,87
2011-09-28,91
2011-09-29,86
2011-09-30,82
