Day,hp
2009-08-01,82
2009-08-02,79
2009-08-03,93
2009-08-04,93
2009-08-05,96
2009-08-06,92
2009-08-07,89
2009-08-08,80
2009-08-09,78
2009-08-10,91
2009-08-11,96
2009-08-12,97
2009-08-13,97
2009-08-14,93
2009-08-15,81
2009-08-16,77
2009-08-17,93
2009-08-18,98
2009-08-19,97
2009-08-20,95
2009-08-21,94
2009-08-22,83
2009-08-23,79
2009-08-24,96
2009-08-25,100
2009-08-26,99
2009-08-27,97
2009-08-28,96
2009-08-29,83
2009-08-30,79
2009-08-31,96
