Day,motorola
2008-06-01,90
2008-06-02,86
2008-06-03,88
2008-06-04,87
2008-06-05,89
2008-06-06,89
2008-06-07,100
2008-06-08,91
2008-06-09,87
2008-06-10,88
2008-06-11,87
2008-06-12,89
2008-06-13,88
2008-06-14,94
2008-06-15,91
2008-06-16,82
2008-06-17,88
2008-06-18,87
2008-06-19,87
2008-06-20,92
2008-06-21,97
2008-06-22,85
2008-06-23,88
2008-06-24,87
2008-06-25,89
2008-06-26,90
2008-06-27,94
2008-06-28,99
2008-06-29,90
2008-06-30,88
