Day,amazon
2006-07-01,89
2006-07-02,94
2006-07-03,85
2006-07-04,86
2006-07-05,85
2006-07-06,87
2006-07-07,89
2006-07-08,91
2006-07-09,99
2006-07-10,91
2006-07-11,90
2006-07-12,83
2006-07-13,88
2006-07-14,84
2006-07-15,91
2006-07-16,100
2006-07-17,91
2006-07-18,91
2006-07-19,88
2006-07-20,88
2006-07-21,86
2006-07-22,92
2006-07-23,98
2006-07-24,92
2006-07-25,90
2006-07-26,91
2006-07-27,88
2006-07-28,88
2006-07-29,98
2006-07-30,100
2006-07-31,93
