Day,apple
2006-12-01,66
2006-12-02,72
2006-12-03,71
2006-12-04,66
2006-12-05,64
2006-12-06,63
2006-12-07,63
2006-12-08,63
2006-12-09,70
2006-12-10,74
2006-12-11,66
2006-12-12,66
2006-12-13,63
2006-12-14,64
2006-12-15,67
2006-12-16,72
2006-12-17,72
2006-12-18,66
2006-12-19,64
2006-12-20,64
2006-12-21,64
2006-12-22,66
2006-12-23,76
2006-12-24,80
2006-12-25,100
2006-12-26,88
2006-12-27,79
2006-12-28,75
2006-12-29,75
2006-12-30,73
2006-12-31,73
