Day,microsoft
2007-03-01,93
2007-03-02,94
2007-03-03,84
2007-03-04,89
2007-03-05,93
2007-03-06,97
2007-03-07,95
2007-03-08,97
2007-03-09,100
2007-03-10,96
2007-03-11,98
2007-03-12,94
2007-03-13,93
2007-03-14,94
2007-03-15,91
2007-03-16,89
2007-03-17,81
2007-03-18,79
2007-03-19,87
2007-03-20,85
2007-03-21,91
2007-03-22,93
2007-03-23,87
2007-03-24,83
2007-03-25,77
2007-03-26,85
2007-03-27,86
2007-03-28,88
2007-03-29,90
2007-03-30,85
2007-03-31,76
