Day,amazon
2006-10-01,95
2006-10-02,87
2006-10-03,87
2006-10-04,88
2006-10-05,85
2006-10-06,87
2006-10-07,87
2006-10-08,94
2006-10-09,88
2006-10-10,87
2006-10-11,85
2006-10-12,85
2006-10-13,85
2006-10-14,92
2006-10-15,100
2006-10-16,91
2006-10-17,85
2006-10-18,87
2006-10-19,84
2006-10-20,85
2006-10-21,91
2006-10-22,92
2006-10-23,90
2006-10-24,87
2006-10-25,89
2006-10-26,87
2006-10-27,85
2006-10-28,89
2006-10-29,99
2006-10-30,90
2006-10-31,84
