Day,nokia
2012-02-01,88
2012-02-02,91
2012-02-03,90
2012-02-04,100
2012-02-05,95
2012-02-06,89
2012-02-07,90
2012-02-08,94
2012-02-09,91
2012-02-10,95
2012-02-11,98
2012-02-12,97
2012-02-13,85
2012-02-14,86
2012-02-15,89
2012-02-16,89
2012-02-17,91
2012-02-18,98
2012-02-19,97
2012-02-20,88
2012-02-21,85
2012-02-22,89
2012-02-23,88
2012-02-24,90
2012-02-25,96
2012-02-26,92
2012-02-27,97
2012-02-28,97
2012-02-29,90
