Day,nokia
2009-02-01,96
2009-02-02,87
2009-02-03,86
2009-02-04,87
2009-02-05,87
2009-02-06,87
2009-02-07,100
2009-02-08,94
2009-02-09,87
2009-02-10,86
2009-02-11,85
2009-02-12,85
2009-02-13,86
2009-02-14,93
2009-02-15,95
2009-02-16,90
2009-02-17,93
2009-02-18,88
2009-02-19,87
2009-02-20,88
2009-02-21,97
2009-02-22,95
2009-02-23,84
2009-02-24,86
2009-02-25,86
2009-02-26,86
2009-02-27,85
2009-02-28,97
