Day,amazon
2013-11-01,52
2013-11-02,56
2013-11-03,62
2013-11-04,58
2013-11-05,56
2013-11-06,56
2013-11-07,54
2013-11-08,54
2013-11-09,59
2013-11-10,63
2013-11-11,61
2013-11-12,58
2013-11-13,58
2013-11-14,58
2013-11-15,58
2013-11-16,62
2013-11-17,68
2013-11-18,62
2013-11-19,60
2013-11-20,63
2013-11-21,62
2013-11-22,61
2013-11-23,66
2013-11-24,74
2013-11-25,72
2013-11-26,68
2013-11-27,70
2013-11-28,73
2013-11-29,100
2013-11-30,84
