Day,amazon
2012-11-01,56
2012-11-02,57
2012-11-03,59
2012-11-04,65
2012-11-05,58
2012-11-06,58
2012-11-07,55
2012-11-08,58
2012-11-09,57
2012-11-10,62
2012-11-11,68
2012-11-12,63
2012-11-13,62
2012-11-14,61
2012-11-15,64
2012-11-16,60
2012-11-17,66
2012-11-18,76
2012-11-19,70
2012-11-20,71
2012-11-21,70
2012-11-22,74
2012-11-23,98
2012-11-24,91
2012-11-25,92
2012-11-26,100
2012-11-27,84
2012-11-28,76
2012-11-29,74
2012-11-30,74
