Day,apple
2007-07-01,100
2007-07-02,88
2007-07-03,80
2007-07-04,76
2007-07-05,73
2007-07-06,71
2007-07-07,77
2007-07-08,77
2007-07-09,71
2007-07-10,71
2007-07-11,67
2007-07-12,66
2007-07-13,68
2007-07-14,74
2007-07-15,77
2007-07-16,69
2007-07-17,66
2007-07-18,65
2007-07-19,68
2007-07-20,66
2007-07-21,71
2007-07-22,70
2007-07-23,68
2007-07-24,67
2007-07-25,71
2007-07-26,67
2007-07-27,65
2007-07-28,72
2007-07-29,76
2007-07-30,67
2007-07-31,64
