Day,amazon
2008-06-01,100
2008-06-02,88
2008-06-03,87
2008-06-04,85
2008-06-05,81
2008-06-06,99
2008-06-07,91
2008-06-08,91
2008-06-09,89
2008-06-10,85
2008-06-11,84
2008-06-12,80
2008-06-13,80
2008-06-14,87
2008-06-15,93
2008-06-16,83
2008-06-17,85
2008-06-18,82
2008-06-19,80
2008-06-20,82
2008-06-21,90
2008-06-22,97
2008-06-23,83
2008-06-24,85
2008-06-25,82
2008-06-26,83
2008-06-27,84
2008-06-28,92
2008-06-29,95
2008-06-30,86
