Day,apple
2011-03-01,50
2011-03-02,100
2011-03-03,89
2011-03-04,65
2011-03-05,65
2011-03-06,61
2011-03-07,55
2011-03-08,53
2011-03-09,52
2011-03-10,56
2011-03-11,61
2011-03-12,65
2011-03-13,59
2011-03-14,52
2011-03-15,53
2011-03-16,51
2011-03-17,48
2011-03-18,50
2011-03-19,54
2011-03-20,55
2011-03-21,52
2011-03-22,53
2011-03-23,52
2011-03-24,54
2011-03-25,65
2011-03-26,62
2011-03-27,58
2011-03-28,53
2011-03-29,51
2011-03-30,51
2011-03-31,50
