Day,microsoft
2007-01-01,69
2007-01-02,76
2007-01-03,80
2007-01-04,79
2007-01-05,80
2007-01-06,72
2007-01-07,72
2007-01-08,77
2007-01-09,81
2007-01-10,81
2007-01-11,82
2007-01-12,78
2007-01-13,71
2007-01-14,73
2007-01-15,78
2007-01-16,79
2007-01-17,78
2007-01-18,78
2007-01-19,79
2007-01-20,74
2007-01-21,71
2007-01-22,76
2007-01-23,81
2007-01-24,82
2007-01-25,80
2007-01-26,79
2007-01-27,74
2007-01-28,76
2007-01-29,82
2007-01-30,100
2007-01-31,97
