Day,amazon
2011-11-01,60
2011-11-02,60
2011-11-03,60
2011-11-04,60
2011-11-05,63
2011-11-06,70
2011-11-07,66
2011-11-08,65
2011-11-09,64
2011-11-10,62
2011-11-11,66
2011-11-12,69
2011-11-13,75
2011-11-14,71
2011-11-15,68
2011-11-16,68
2011-11-17,68
2011-11-18,68
2011-11-19,74
2011-11-20,82
2011-11-21,76
2011-11-22,76
2011-11-23,74
2011-11-24,79
2011-11-25,96
2011-11-26,90
2011-11-27,95
2011-11-28,100
2011-11-29,86
2011-11-30,81
