Day,apple
2011-11-01,62
2011-11-02,61
2011-11-03,63
2011-11-04,63
2011-11-05,67
2011-11-06,67
2011-11-07,59
2011-11-08,59
2011-11-09,58
2011-11-10,58
2011-11-11,62
2011-11-12,67
2011-11-13,67
2011-11-14,63
2011-11-15,60
2011-11-16,60
2011-11-17,58
2011-11-18,61
2011-11-19,66
2011-11-20,68
2011-11-21,61
2011-11-22,68
2011-11-23,73
2011-11-24,81
2011-11-25,100
2011-11-26,75
2011-11-27,69
2011-11-28,65
2011-11-29,59
2011-11-30,60
