Day,motorola
2007-01-01,84
2007-01-02,97
2007-01-03,98
2007-01-04,97
2007-01-05,93
2007-01-06,100
2007-01-07,92
2007-01-08,89
2007-01-09,91
2007-01-10,87
2007-01-11,88
2007-01-12,91
2007-01-13,100
2007-01-14,88
2007-01-15,84
2007-01-16,80
2007-01-17,85
2007-01-18,82
2007-01-19,88
2007-01-20,95
2007-01-21,85
2007-01-22,79
2007-01-23,83
2007-01-24,83
2007-01-25,82
2007-01-26,82
2007-01-27,91
2007-01-28,88
2007-01-29,80
2007-01-30,80
2007-01-31,80
