Day,microsoft
2006-01-01,70
2006-01-02,73
2006-01-03,80
2006-01-04,80
2006-01-05,86
2006-01-06,100
2006-01-07,91
2006-01-08,79
2006-01-09,80
2006-01-10,83
2006-01-11,84
2006-01-12,78
2006-01-13,75
2006-01-14,72
2006-01-15,70
2006-01-16,74
2006-01-17,79
2006-01-18,77
2006-01-19,75
2006-01-20,75
2006-01-21,68
2006-01-22,68
2006-01-23,72
2006-01-24,76
2006-01-25,76
2006-01-26,73
2006-01-27,73
2006-01-28,69
2006-01-29,68
2006-01-30,70
2006-01-31,76
