Day,amazon
2007-09-01,89
2007-09-02,92
2007-09-03,91
2007-09-04,86
2007-09-05,87
2007-09-06,86
2007-09-07,85
2007-09-08,89
2007-09-09,99
2007-09-10,88
2007-09-11,88
2007-09-12,87
2007-09-13,87
2007-09-14,85
2007-09-15,91
2007-09-16,97
2007-09-17,88
2007-09-18,87
2007-09-19,84
2007-09-20,83
2007-09-21,86
2007-09-22,89
2007-09-23,98
2007-09-24,90
2007-09-25,92
2007-09-26,89
2007-09-27,89
2007-09-28,87
2007-09-29,93
2007-09-30,100
