Day,motorola
2008-12-01,77
2008-12-02,81
2008-12-03,82
2008-12-04,80
2008-12-05,80
2008-12-06,86
2008-12-07,84
2008-12-08,75
2008-12-09,80
2008-12-10,84
2008-12-11,79
2008-12-12,83
2008-12-13,89
2008-12-14,83
2008-12-15,79
2008-12-16,83
2008-12-17,85
2008-12-18,83
2008-12-19,84
2008-12-20,90
2008-12-21,87
2008-12-22,83
2008-12-23,89
2008-12-24,84
2008-12-25,93
2008-12-26,100
2008-12-27,93
2008-12-28,89
2008-12-29,89
2008-12-30,90
2008-12-31,82
