Day,apple
2004-07-01,82
2004-07-02,82
2004-07-03,83
2004-07-04,85
2004-07-05,73
2004-07-06,75
2004-07-07,75
2004-07-08,80
2004-07-09,82
2004-07-10,81
2004-07-11,85
2004-07-12,77
2004-07-13,79
2004-07-14,85
2004-07-15,77
2004-07-16,77
2004-07-17,85
2004-07-18,86
2004-07-19,91
2004-07-20,90
2004-07-21,90
2004-07-22,85
2004-07-23,89
2004-07-24,100
2004-07-25,97
2004-07-26,86
2004-07-27,83
2004-07-28,86
2004-07-29,84
2004-07-30,83
2004-07-31,96
