Day,hp
2004-02-01,83
2004-02-02,96
2004-02-03,95
2004-02-04,99
2004-02-05,94
2004-02-06,99
2004-02-07,79
2004-02-08,84
2004-02-09,96
2004-02-10,94
2004-02-11,100
2004-02-12,96
2004-02-13,96
2004-02-14,83
2004-02-15,79
2004-02-16,98
2004-02-17,100
2004-02-18,98
2004-02-19,97
2004-02-20,93
2004-02-21,81
2004-02-22,81
2004-02-23,90
2004-02-24,90
2004-02-25,91
2004-02-26,97
2004-02-27,92
2004-02-28,82
2004-02-29,73
