Day,amazon
2006-05-01,94
2006-05-02,90
2006-05-03,90
2006-05-04,83
2006-05-05,88
2006-05-06,93
2006-05-07,97
2006-05-08,88
2006-05-09,90
2006-05-10,84
2006-05-11,87
2006-05-12,84
2006-05-13,91
2006-05-14,100
2006-05-15,88
2006-05-16,86
2006-05-17,84
2006-05-18,84
2006-05-19,87
2006-05-20,92
2006-05-21,96
2006-05-22,90
2006-05-23,85
2006-05-24,87
2006-05-25,86
2006-05-26,89
2006-05-27,97
2006-05-28,95
2006-05-29,82
2006-05-30,89
2006-05-31,85
