Day,nokia
2010-07-01,81
2010-07-02,81
2010-07-03,90
2010-07-04,94
2010-07-05,88
2010-07-06,84
2010-07-07,84
2010-07-08,83
2010-07-09,85
2010-07-10,95
2010-07-11,89
2010-07-12,84
2010-07-13,87
2010-07-14,87
2010-07-15,88
2010-07-16,90
2010-07-17,95
2010-07-18,94
2010-07-19,90
2010-07-20,90
2010-07-21,86
2010-07-22,89
2010-07-23,88
2010-07-24,97
2010-07-25,96
2010-07-26,89
2010-07-27,88
2010-07-28,89
2010-07-29,90
2010-07-30,91
2010-07-31,100
