Day,nokia
2008-06-01,88
2008-06-02,85
2008-06-03,86
2008-06-04,84
2008-06-05,86
2008-06-06,88
2008-06-07,97
2008-06-08,94
2008-06-09,87
2008-06-10,90
2008-06-11,88
2008-06-12,89
2008-06-13,88
2008-06-14,100
2008-06-15,97
2008-06-16,91
2008-06-17,88
2008-06-18,87
2008-06-19,89
2008-06-20,88
2008-06-21,95
2008-06-22,93
2008-06-23,87
2008-06-24,90
2008-06-25,85
2008-06-26,88
2008-06-27,89
2008-06-28,96
2008-06-29,94
2008-06-30,88
