Day,nokia
2004-08-01,93
2004-08-02,94
2004-08-03,90
2004-08-04,89
2004-08-05,91
2004-08-06,95
2004-08-07,100
2004-08-08,97
2004-08-09,89
2004-08-10,87
2004-08-11,88
2004-08-12,96
2004-08-13,93
2004-08-14,96
2004-08-15,95
2004-08-16,91
2004-08-17,87
2004-08-18,89
2004-08-19,89
2004-08-20,90
2004-08-21,98
2004-08-22,99
2004-08-23,88
2004-08-24,89
2004-08-25,96
2004-08-26,90
2004-08-27,94
2004-08-28,100
2004-08-29,97
2004-08-30,91
2004-08-31,91
