Day,apple
2010-06-01,48
2010-06-02,48
2010-06-03,48
2010-06-04,48
2010-06-05,49
2010-06-06,54
2010-06-07,96
2010-06-08,100
2010-06-09,65
2010-06-10,57
2010-06-11,52
2010-06-12,55
2010-06-13,54
2010-06-14,51
2010-06-15,70
2010-06-16,58
2010-06-17,56
2010-06-18,52
2010-06-19,57
2010-06-20,59
2010-06-21,62
2010-06-22,60
2010-06-23,59
2010-06-24,70
2010-06-25,63
2010-06-26,62
2010-06-27,57
2010-06-28,57
2010-06-29,55
2010-06-30,54
