Day,motorola
2006-12-01,68
2006-12-02,77
2006-12-03,74
2006-12-04,70
2006-12-05,70
2006-12-06,68
2006-12-07,69
2006-12-08,71
2006-12-09,78
2006-12-10,79
2006-12-11,72
2006-12-12,72
2006-12-13,72
2006-12-14,72
2006-12-15,76
2006-12-16,79
2006-12-17,79
2006-12-18,74
2006-12-19,76
2006-12-20,74
2006-12-21,75
2006-12-22,74
2006-12-23,83
2006-12-24,87
2006-12-25,100
2006-12-26,95
2006-12-27,89
2006-12-28,79
2006-12-29,84
2006-12-30,78
2006-12-31,70
