Day,motorola
2007-10-01,88
2007-10-02,87
2007-10-03,89
2007-10-04,90
2007-10-05,92
2007-10-06,100
2007-10-07,92
2007-10-08,89
2007-10-09,85
2007-10-10,86
2007-10-11,86
2007-10-12,89
2007-10-13,99
2007-10-14,91
2007-10-15,86
2007-10-16,89
2007-10-17,85
2007-10-18,92
2007-10-19,90
2007-10-20,97
2007-10-21,92
2007-10-22,90
2007-10-23,88
2007-10-24,91
2007-10-25,86
2007-10-26,89
2007-10-27,93
2007-10-28,95
2007-10-29,85
2007-10-30,88
2007-10-31,84
