Day,motorola
2010-08-01,88
2010-08-02,89
2010-08-03,93
2010-08-04,100
2010-08-05,96
2010-08-06,96
2010-08-07,96
2010-08-08,95
2010-08-09,97
2010-08-10,97
2010-08-11,95
2010-08-12,100
2010-08-13,98
2010-08-14,97
2010-08-15,90
2010-08-16,93
2010-08-17,91
2010-08-18,95
2010-08-19,93
2010-08-20,94
2010-08-21,91
2010-08-22,82
2010-08-23,84
2010-08-24,86
2010-08-25,86
2010-08-26,82
2010-08-27,87
2010-08-28,82
2010-08-29,83
2010-08-30,83
2010-08-31,82
