Day,microsoft
2011-09-01,86
2011-09-02,79
2011-09-03,70
2011-09-04,72
2011-09-05,80
2011-09-06,91
2011-09-07,92
2011-09-08,91
2011-09-09,88
2011-09-10,73
2011-09-11,76
2011-09-12,88
2011-09-13,95
2011-09-14,100
2011-09-15,94
2011-09-16,89
2011-09-17,78
2011-09-18,80
2011-09-19,93
2011-09-20,93
2011-09-21,94
2011-09-22,93
2011-09-23,86
2011-09-24,73
2011-09-25,80
2011-09-26,92
2011-09-27,91
2011-09-28,93
2011-09-29,93
2011-09-30,85
