Day,hp
2005-12-01,96
2005-12-02,92
2005-12-03,83
2005-12-04,81
2005-12-05,94
2005-12-06,91
2005-12-07,93
2005-12-08,91
2005-12-09,90
2005-12-10,83
2005-12-11,83
2005-12-12,98
2005-12-13,93
2005-12-14,95
2005-12-15,97
2005-12-16,94
2005-12-17,85
2005-12-18,85
2005-12-19,98
2005-12-20,96
2005-12-21,95
2005-12-22,92
2005-12-23,87
2005-12-24,81
2005-12-25,81
2005-12-26,96
2005-12-27,99
2005-12-28,100
2005-12-29,93
2005-12-30,92
2005-12-31,80
