Day,hp
2004-01-01,75
2004-01-02,90
2004-01-03,84
2004-01-04,80
2004-01-05,87
2004-01-06,94
2004-01-07,92
2004-01-08,90
2004-01-09,93
2004-01-10,83
2004-01-11,78
2004-01-12,89
2004-01-13,100
2004-01-14,95
2004-01-15,94
2004-01-16,92
2004-01-17,83
2004-01-18,80
2004-01-19,93
2004-01-20,90
2004-01-21,93
2004-01-22,92
2004-01-23,98
2004-01-24,81
2004-01-25,75
2004-01-26,87
2004-01-27,91
2004-01-28,93
2004-01-29,92
2004-01-30,90
2004-01-31,76
