Day,apple
2012-03-01,37
2012-03-02,37
2012-03-03,40
2012-03-04,39
2012-03-05,38
2012-03-06,38
2012-03-07,100
2012-03-08,78
2012-03-09,50
2012-03-10,49
2012-03-11,45
2012-03-12,42
2012-03-13,40
2012-03-14,40
2012-03-15,43
2012-03-16,50
2012-03-17,47
2012-03-18,45
2012-03-19,46
2012-03-20,41
2012-03-21,38
2012-03-22,37
2012-03-23,39
2012-03-24,40
2012-03-25,39
2012-03-26,37
2012-03-27,36
2012-03-28,36
2012-03-29,36
2012-03-30,35
2012-03-31,38
