Day,amazon
2007-05-01,93
2007-05-02,86
2007-05-03,85
2007-05-04,86
2007-05-05,91
2007-05-06,94
2007-05-07,91
2007-05-08,89
2007-05-09,88
2007-05-10,87
2007-05-11,88
2007-05-12,96
2007-05-13,100
2007-05-14,87
2007-05-15,90
2007-05-16,85
2007-05-17,91
2007-05-18,88
2007-05-19,90
2007-05-20,97
2007-05-21,88
2007-05-22,88
2007-05-23,86
2007-05-24,84
2007-05-25,86
2007-05-26,89
2007-05-27,98
2007-05-28,90
2007-05-29,89
2007-05-30,90
2007-05-31,86
