Day,nokia
2008-04-01,86
2008-04-02,85
2008-04-03,88
2008-04-04,91
2008-04-05,100
2008-04-06,94
2008-04-07,89
2008-04-08,87
2008-04-09,89
2008-04-10,91
2008-04-11,89
2008-04-12,99
2008-04-13,91
2008-04-14,89
2008-04-15,88
2008-04-16,86
2008-04-17,90
2008-04-18,88
2008-04-19,98
2008-04-20,94
2008-04-21,87
2008-04-22,85
2008-04-23,85
2008-04-24,87
2008-04-25,87
2008-04-26,97
2008-04-27,90
2008-04-28,83
2008-04-29,83
2008-04-30,79
