Day,amazon
2005-03-01,90
2005-03-02,89
2005-03-03,94
2005-03-04,90
2005-03-05,97
2005-03-06,89
2005-03-07,90
2005-03-08,86
2005-03-09,89
2005-03-10,83
2005-03-11,88
2005-03-12,93
2005-03-13,100
2005-03-14,87
2005-03-15,92
2005-03-16,86
2005-03-17,81
2005-03-18,83
2005-03-19,94
2005-03-20,96
2005-03-21,92
2005-03-22,85
2005-03-23,89
2005-03-24,90
2005-03-25,87
2005-03-26,90
2005-03-27,92
2005-03-28,83
2005-03-29,86
2005-03-30,87
2005-03-31,87
