Day,hp
2007-12-01,86
2007-12-02,82
2007-12-03,94
2007-12-04,95
2007-12-05,93
2007-12-06,92
2007-12-07,90
2007-12-08,84
2007-12-09,79
2007-12-10,92
2007-12-11,92
2007-12-12,97
2007-12-13,97
2007-12-14,92
2007-12-15,84
2007-12-16,80
2007-12-17,95
2007-12-18,92
2007-12-19,94
2007-12-20,91
2007-12-21,88
2007-12-22,81
2007-12-23,83
2007-12-24,87
2007-12-25,86
2007-12-26,100
2007-12-27,97
2007-12-28,95
2007-12-29,90
2007-12-30,81
2007-12-31,78
