Day,nokia
2008-11-01,96
2008-11-02,89
2008-11-03,81
2008-11-04,81
2008-11-05,79
2008-11-06,82
2008-11-07,84
2008-11-08,94
2008-11-09,89
2008-11-10,83
2008-11-11,84
2008-11-12,82
2008-11-13,82
2008-11-14,81
2008-11-15,93
2008-11-16,91
2008-11-17,81
2008-11-18,82
2008-11-19,83
2008-11-20,83
2008-11-21,85
2008-11-22,93
2008-11-23,94
2008-11-24,85
2008-11-25,84
2008-11-26,88
2008-11-27,91
2008-11-28,92
2008-11-29,100
2008-11-30,94
