Day,nokia
2009-12-01,74
2009-12-02,74
2009-12-03,77
2009-12-04,74
2009-12-05,82
2009-12-06,81
2009-12-07,75
2009-12-08,75
2009-12-09,73
2009-12-10,75
2009-12-11,75
2009-12-12,82
2009-12-13,84
2009-12-14,77
2009-12-15,74
2009-12-16,76
2009-12-17,76
2009-12-18,77
2009-12-19,84
2009-12-20,84
2009-12-21,80
2009-12-22,82
2009-12-23,84
2009-12-24,85
2009-12-25,100
2009-12-26,92
2009-12-27,86
2009-12-28,86
2009-12-29,82
2009-12-30,84
2009-12-31,73
