Day,apple
2010-09-01,99
2010-09-02,100
2010-09-03,75
2010-09-04,77
2010-09-05,73
2010-09-06,66
2010-09-07,64
2010-09-08,67
2010-09-09,67
2010-09-10,64
2010-09-11,70
2010-09-12,68
2010-09-13,59
2010-09-14,60
2010-09-15,60
2010-09-16,61
2010-09-17,61
2010-09-18,67
2010-09-19,69
2010-09-20,62
2010-09-21,59
2010-09-22,59
2010-09-23,59
2010-09-24,61
2010-09-25,67
2010-09-26,70
2010-09-27,61
2010-09-28,59
2010-09-29,60
2010-09-30,57
