Day,apple
2011-01-01,97
2011-01-02,100
2011-01-03,93
2011-01-04,86
2011-01-05,86
2011-01-06,92
2011-01-07,90
2011-01-08,91
2011-01-09,89
2011-01-10,82
2011-01-11,85
2011-01-12,79
2011-01-13,80
2011-01-14,81
2011-01-15,86
2011-01-16,86
2011-01-17,84
2011-01-18,88
2011-01-19,84
2011-01-20,79
2011-01-21,82
2011-01-22,90
2011-01-23,85
2011-01-24,77
2011-01-25,74
2011-01-26,75
2011-01-27,74
2011-01-28,75
2011-01-29,81
2011-01-30,85
2011-01-31,73
