Day,microsoft
2011-05-01,71
2011-05-02,79
2011-05-03,85
2011-05-04,87
2011-05-05,85
2011-05-06,79
2011-05-07,68
2011-05-08,71
2011-05-09,82
2011-05-10,100
2011-05-11,96
2011-05-12,87
2011-05-13,81
2011-05-14,70
2011-05-15,75
2011-05-16,85
2011-05-17,89
2011-05-18,87
2011-05-19,86
2011-05-20,81
2011-05-21,68
2011-05-22,72
2011-05-23,81
2011-05-24,88
2011-05-25,84
2011-05-26,83
2011-05-27,78
2011-05-28,68
2011-05-29,70
2011-05-30,74
2011-05-31,80
